271,123,2,2
13,6,2,2
138,52,2,2
19,7,2,2
28,12,2,2
54,19,2,2
88,27,3,2
32,10,3,2
21,2,10,2
21,2,10,2
34,7,4,2
14,2,7,2
25,4,6,2
26,4,6,2
27,4,6,2
27,4,6,2
27,3,9,2
34,6,5,2
35,2,17,2
34,2,17,2
28,4,7,2
25,5,5,2
34,8,4,2
34,2,17,2
26,7,3,2
32,17,1,2
33,14,2,2
38,16,2,2
32,18,1,3
23,12,1,2
19,10,1,2
25,12,2,2
20,10,2,3
27,14,1,2
